No.	英単語	意味	処理用	例文1	例文1（日本語）
10283	mistake \textit{A} for \textit{B}	AをBと間違える			
10284	take \textit{A} for \textit{B}	AをBだと（誤って）思う［間違える］			
10285					
10286					
10287	distinguish \textit{A} from \texyit{B}	AをBと区別する			
10288	tell \textit{A} from \textit{B}	AをBと区別する			
10289	participate in ~	〜に参加する			
10290	take part in ~	〜に参加する			
10291					
10292					
10293					
10294					
10295					
10296					
10297					
10298	lie in ~	〜にある			
10299					
10300					
10301					
10302					
10303					
10304					
10305					
10306					
10307					
10308					
10309					
10310					
10311					
10312					
10313					
10314					
10315	sit up	（寝ないで）起きている／（寝た状態から）上半身を起こす／きちんと座る			
10316					
10317					
10318					
10319					
10320					
10321	sympathize with ~	〜に同情する			
10322					
10323	pride \textit{oneself} on ~	〜を誇り［自慢］に思う			
10324	surrender to ~	〜に屈する			
10325	yield to ~	〜に屈する；〜に道を譲る			
10326					
10327					
10328	\textit{be} equal to ~	〜に等しい			
10329					
10330					
10331					
10332					
10333					
10334					
10335	in the first place	まず第一に			
10336	back and forth	行ったり来たり，前後［左右］に			
10337					
10338					
10339					
10340					
10341	in short	つまり，手短に言えば			
10342	generally speaking	一般的に言えば			
10343					
10344					
10345	in principle	理論的に（は）；原則的に（は）			
10346	in theory	理論上は			
10347					
10348	by all means	ぜひとも，必ず／〔承諾の返事として〕ぜひどうぞ			
10349					
10350					
10351					
10352					
10353					
10354					
10355					
10356					
10357					
10358	with all ~	〜にもかかわらず			
10359	as for ~	〜について言えば，〜に関する限り			
10360					
10361	not to mention ~	〜は言うまでもなく			
10362	to say nothing of ~	〜は言うまでもなく			
10363	\textit{be} dependent on[opon] ~				
10364	\textit{be} independent of ~	〜から独立している			
10365	in order	整頓されて；順調で；適切で			
10366					
10367	look down on[opon] ~	〜を見下す			
10368					
10369	do with ~	〜があればありがたい，〜をすませた・〜と縁を切った，〜を処理する			
10370					
10371					
10372					
10373					
10374	ill at ease	不安で，落ち着かないで			
10375	act on[opon] ~	〜に取り組む；〜に作用する／（命令・信念など）に従って行動する			
10376	break in (~)	押し入る；口を挟む／〜を慣らす			
10377					
10378	break up (~)	ばらばらになる［解散する］；〜をばらばらにする［解散させる］／（人が）別れる；（関係などが）終わる；〜を終わらせる			
10379					
10380					
10381	come across (~)	〜を偶然見つける，〜に偶然であう／（考えなどが）（相手に）伝わる［理解される］			
10382	come to (~)	〜に達する；〜に来る／…するようになる／意識を回復する，正気に戻る			
10383	give out (~)	〜を配る；〜を発する／（供給物・力などが）尽きる［なくなる］			
10384					
10385					
10386					
10387					
10388					
10389					
10390	hold out	（手など）を差し出す／（希望など）を抱かせる；持ちこたえる［耐える］			
10391					
10392					
10393					
10394	look up ~	（辞書などで）〜を調べる，（人）を訪ねる，（景気などが）上向く			
10395					
10396	settle down	定住する・落ち着く，（腰を据えて）始める			
10397	stand by	傍観する，待機する，〜を支持［擁護］する，（約束など）を守る			
10398	stand for ~	〜を意味する，〜の略である／〔否定文・疑問文で〕〜を許容する，〜を我慢する			
10399					
10400	take on ~	〜を引き受ける；〜を雇う／（様相・色・性質など）を呈する［帯びる］			
10401					
10402					
10403					
10404					
10405					
10406					
10407	meet with ~	〜を受ける，〜を経験する／〜と（約束して）会う，〜と会見する			
10408					
10409					
10410					
10411	set out (~)	出発する／〔set out to \textit{do} で〕…し始める／〜を並べる；〜を設計する			
10412					
10413					
10414					
10415					
10416					
10417	at length	詳細に・長々と，とうとう・ついに			
10418					
10419					
10420					
10421					
10422					
10423					
10424					
10425					
10426					
10427					
10428					
10429					
10430					
10431					
10432					
10433					
10434					
10435					
10436					
10437					
10438					
10439					
10440					
10441					
10442					
10443					
10444					
10445					
10446					
10447					
10448					
10449					
10450					
10451					
10452					
10453					
10454					
10455					
10456					
10457					
10458					
10459					
10460					
10461					
10462					
10463					
10464					
10465					
10466	come out	現れる；ばれる；出版される			
10467					
10468					
10469					
10470					
10471					
10472					
10473					
10474					
10475					
10476					
10477					
10478					
10479	take over (~)	（〜を）引き継ぐ；〜を支配する			
10480					
10481					
10482					
10483					
10484					
10485					
10486					
10487					
10488					
10489					
10490					
10491					
10492					
10493					
10494					
10495					
10496					
10497					
10498					
10499					
10500					
10501					
10502					
10503					
10504					
10505					
10506					
10507					
10508					
10509					
10510					
10511					
10512					
10513					
10514					
10515					
10516					
10517					
10518					
10519					
10520					
10521					
10522					
10523					
10524					
10525					
10526					
10527					
10528					
10529					
10530					
10531					
10532					
10533					
10534					
10535					
10536					
10537	make much of ~	〜を重要視する；〔否定文で〕〜を理解する			
10538					
10539					
10540					
10541					
10542					
10543					
10544					
10545					
10546					
10547					
10548					
10549					
10550	\textit{be} similar to ~	〜に似ている			
10551					
10552					
10553					
10554					
10555					
10556					
10557	\textit{be} preferable to ~	〜より好ましい［優れている］			
10558					
10559					
10560					
10561					
10562					
10563					
10564					
10565					
10566					
10567					
10568					
10569					
10570					
10571					
10572					
10573					
10574					
10575					
10576					
10577					
10578					
10579					
10580					
10581					
10582					
10583					
10584	\textit{be} particular about[over] ~	〜についてやかましい［気難しい］			
10585					
10586					
10587					
10588					
10589					
10590					
10591	have \textit{A} in common (with \textit{B})	（Bと）共通にAを持っている			
10592					
10593	look back on[opon, to] ~	〜回顧［回想］する			
10594					
10595					
10596					
10597					
10598					
10599					
10600	in danger of ~	〜の危険があって			
10601					
10602					
10603					
10604					
10605					
10606					
10607					
10608					
10609					
10610					
10611					
10612					
10613					
10614					
10615					
10616					
10617					
10618					
10619					
10620					
10621					
10622					
10623					
10624					
10625					
10626					
10627					
10628					
10629					
10630	in thr meantime[meanwhile]	その間（に）；一方で，話は変わって			
10631					
10632					
10633					
10634					
10635					
10636					
10637					
10638					
10639					
10640					
10641					
10642					
10643					
10644					
10645					
10646					
10647					
10648					
10649					
10650					
10651	for sure[certain]	確かに			
10652					
10653					
10654					
10655					
10656					
10657					
10658					
10659					
10660					
10661					
10662					
10663					
10664					
10665					
10666					
10667					
10668					
10669					
10670					
10671					
10672					
10673					
10674					
10675	come close[near] to \textit{doing}	もう少しで…しそうになる			
10676					
10677					
10678					
10679	speaking[talking] of ~	〜と言えば			
10680					
10681					
10682					
10683					
10684					
10685					
10686					
10687					
10688					
10689					
10690					
10691					
10692	what is more	さらに，おまけに			
10693					
10694					
10695					
10696					
10697					
10698					
10699					
10700					
10701					
10702					
10703					
10704					
10705					
10706					
10707					
10708					
10709	as ~ go	一般の〜と比べると，〜としては			
10710					
10711					
10712					
10713					
10714					
10715					
10716					
10717					
10718					
10719					
10720					
10721	(The) Chances are that \ldots	ひょっとしたら［たぶん］…だろう。			
10722					
10723					
10724					
10725					
10726	It goes without saying that \ldots	…なのは言うまでもない。			
10727					
10728					
10729					
10730					
10731					
10732					
10733					
10734					
10735					
10736					
10737					
10738					
10739					
10740					
10741					
10742					
10743					
10744					
10745					
10746	happen to \textit{do}	偶然…する			
10747	manage to \textit{do}	なんとか…する［やり遂げる］			
10748					
10749					
10750					
10751					
10752					
10753					
10754					
10755					
10756					
10757					
10758					
10759					
10760					
10761					
10762					
10763					
10764					
10765					
10766					
10767					
10768					
10769	even as \ldots	まさに…するときに			
10770					
10771					
10772					
10773					
10774					
10775	inasmuch[in as much] as \ldots	…だから			
10776					
10777					
10778					
10779					
10780					
10781					
10782					
10783					
10784					
10785					
10786					
10787					
10788					
10789					
10790					
10791					
10792					
10793					
10794					
10795					
10796					
10797					
10798					
10799					
10800	go to the polls	投票に行く			
10801					
10802					
10803					
10804					
10805					
10806					
10807					
10808	What \ldots\ like?				
10809					
10810					
10811					
10812					
10813					
10814					
10815					
10816					
10817					
10818					
10819					
10820					
10821					
10822					
10823					
10824	think much[highly] of ~	〜を高く評価する，〜を尊敬［尊重］する			
10825					
10826					
10827	hit it off (with ~)	（人と）仲良くなる［意気投合する］			
10828					
10829					
10830					
10831					
10832					
10833					
10834					
10835					
10836					
10837					
10838					
10839					
10840	\textit{be} worth \textit{doing}				
10841					
10842					
10843					
10844					
10845					
10846					
10847					
10848					
10849					
10850					
10851					
10852					
10853					
10854					
10855	attend to ~	〜を処理する；〜に注意を払う；〜の世話をする			
10856					
10857					
10858					
10859					
10860					
10861	 indulge in ~	思う存分〜をする，（快楽など）にふける			
10862					
10863					
10864					
10865					
10866					
10867	abide by ~	（法など）に従う，（約束など）を守る			
10868					
10869					
10870					
10871					
10872					
10873					
10874					
10875					
10876					
10877					
10878					
10879					
10880					
10881					
10882					
10883					
10884					
10885					
10886					
10887					
10888					
10889					
10890					
10891					
10892					
10893					
10894					
10895					
10896					
10897					
10898					
10899					
10900	live up to ~	（期待などに）添う［恥じない行動をする］（義務など）を果たす			
10901					
10902					
10903					
10904					
10905					
10906					
10907					
10908					
10909					
10910					
10911					
10912					
10913					
10914					
10915					
10916					
10917					
10918					
10919					
10920					
10921					
10922					
10923					
10924					
10925					
10926					
10927					
10928					
10929					
10930					
10931					
10932	quite a few ~	かなり多くの			
10933					
10934					
10935					
10936					
10937					
10938					
10939	every other ~	1つおきの，〜おきに／残りのすべての			
10940					
10941	in earnest	本格的に；熱心に			
10942					
10943					
10944					
10945	nothing short of ~	まさしく〜（の）			
10946					
10947					
10948					
10949					
10950					
10951					
10952					
10953					
10954					
10955					
10956					
10957					
10958					
10959					
10960	in the wake of ~	〜の通過後に；〜の結果として			
10961					
10962					
10963					
10964					
10965					
10966					
10967					
10968					
